Date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,WSPM
2015.9.21,103.13,153.08,19.38,96.58,1566.67,88.58,22.26,1007.26,13.77,1.53
2015.9.22,146,152.21,15.54,79.25,1870.83,66.92,20.72,1005.59,16.28,2.04
2015.9.23,30.54,44.92,2,52.79,783.33,63.67,20.55,1005.34,14.58,1.53
2015.9.24,110.25,134.42,5.63,75.71,1466.67,56.02,20.12,1005.44,16.5,1.51
2015.9.25,20.58,31.83,3.13,50.17,666.67,49.46,19.04,1007.01,7.24,1.79
2015.9.26,31.17,68.58,7.17,57.67,725,69.04,19.3,1009.2,8.37,1.74
2015.9.27,56.96,96.21,4.13,86.33,1112.5,50.88,21.15,1010.24,11.03,1.2
2015.9.28,51.4,55.77,6.04,67.04,1579.17,40.75,17.48,1018.73,14.32,1.33
2015.9.29,49.5,49.5,4.75,60.4,1337.5,10.67,15.04,1024.78,13.43,1.14
2015.9.30,27.42,30.13,4.17,50.17,804.17,26.58,15.83,1015.27,12.95,1.38
2015.10.01,12.75,25.17,3.79,29.67,412.5,51.5,16.98,1008.31,3.32,4.62
2015.10.02,24.83,67.04,2.63,63.25,670.83,43.58,18.25,1006.85,7.12,1.78
2015.10.03,26.88,70.75,3.67,64.5,725,48.96,18.78,1015.64,8.09,1.78
2015.10.04,116.5,162.46,8.67,105.79,1591.67,49.17,17.32,1018.28,12.15,0.92
2015.10.05,217,222.96,7.71,114.46,2262.5,79.46,17.63,1014.42,13.89,0.99
2015.10.06,312.96,315.25,9.96,133.5,2558.33,94.67,18.86,1012.43,15.07,1.01
2015.10.07,289.42,289.42,9.67,85.96,2358.33,56.75,20.34,1010.29,13.58,1.45
2015.10.08,9.63,20.79,2.25,14.92,291.67,46.23,16.54,1015.23,-5.5,3.5
2015.10.09,19.67,49.42,2.46,29,425,39.63,13.49,1007.53,-1.57,2.99
2015.10.10,6.08,14.67,2.42,10.71,270.83,51.56,12.53,1012.53,-5.15,4.22
2015.10.11,8.38,20.08,2.42,20.13,375,69.5,17.7,1013.3,-1.28,3.5
2015.10.12,14.54,34.83,4.42,58.88,487.5,42.21,18.8,1016.59,-0.17,2.13
2015.10.13,36.71,75.83,6.92,94.54,1033.33,30.38,16.83,1015.75,4.6,1.06
2015.10.14,107,148.71,17.58,127.38,2512.5,26,15.58,1013.45,8.92,1.07
2015.10.15,121.21,143.88,10.42,128.5,1983.33,56.33,16.54,1012.93,9.21,1.02
2015.10.16,213.92,225.92,15.79,156.13,2516.67,63.25,16.05,1013.63,11.45,0.9
2015.10.17,314.71,314.71,17.83,170.88,3166.67,43.33,15.5,1013.2,11.86,0.83
2015.10.18,71.46,84.92,8.25,68.17,1100,34.56,15.61,1020.08,4.98,2.23
2015.10.19,60.33,104.58,7.21,69.96,1025,31.75,13.91,1012.82,7.06,1.13
2015.10.20,80.29,107,10.92,86.04,1704.17,7,11.91,1013.92,7.28,1.33
2015.10.21,47.33,49.21,3.63,51.71,1091.67,16.96,10.23,1019.7,8.77,1.23
2015.10.22,31.46,34.17,2.21,61,970.83,14.27,9.89,1020.35,6.89,0.91
2015.10.23,54.96,58.79,2.17,75.29,1183.33,18.42,13.25,1014.26,9.05,1.15
2015.10.24,58.21,72.29,3.29,67.38,1329.17,26.85,13.85,1020.5,6.26,1.67
2015.10.25,30.63,61.46,4.58,74.79,895.83,17.63,11.3,1023.41,0.74,1.48
2015.10.26,32.88,50.46,2.25,36.42,570.83,42.06,10.93,1014.3,2.14,2.5
2015.10.27,16.38,40.83,3.71,46.21,700,36.5,11.41,1012.48,-4.6,1.92
2015.10.28,7.17,13.29,4.79,32.13,400,50.9,10.58,1018.65,-7.15,2.62
2015.10.29,6.83,17.5,3.79,26.63,408.33,52.71,8.73,1023.08,-10.68,2.79
2015.10.30,22.46,52.5,5.63,60.96,650,22.65,7.21,1026.74,-4.69,1.43
2015.10.31,39.75,70.04,6.38,70.46,970.83,21.71,7.4,1026.85,-2.88,1.16
2015.11.01,74.68,104.95,8.55,97.61,1242.11,20.66,10.99,1018.96,-0.76,1.73
2015.11.02,89.88,126.96,9,104.21,1958.33,17.17,9.7,1017.15,0.26,1.01
2015.11.03,156.67,188.08,16.92,116.88,2450,26.63,9.32,1018.48,4.08,1.18
2015.11.04,209,240.46,15.33,150.21,2816.67,5.83,9.73,1019,4.99,0.85
2015.11.05,121.25,121.25,12.83,74.58,1241.67,17,7.85,1025.16,4.36,2.13
2015.11.06,20.17,20.17,5.79,36.13,658.33,35.21,1.59,1026.75,-0.81,2.51
2015.11.07,15.75,16.13,3.33,32.04,550,45.23,2.19,1023.8,-1.38,2.28
2015.11.08,55.33,56.42,4.92,57.96,975,28.5,3.8,1021.43,-0.27,1.16
2015.11.09,142.63,145.67,3.25,75.67,2254.17,5.19,4.41,1023.37,2.39,1.15
2015.11.10,141.14,142,3.95,72.48,2133.33,4.52,5.38,1025.17,3.38,1.21
2015.11.11,118.25,118.92,4.67,69.46,2370.83,5.73,5.8,1026.84,3.84,1.16
2015.11.12,167.58,168.33,5.79,72.38,3229.17,4.04,6.41,1025.85,4.98,1
2015.11.13,228.04,228.04,14.5,83.71,3895.83,4.56,6.85,1018.43,4.5,1.06
2015.11.14,281.96,281.96,16.46,97.13,4450,7.92,8.37,1012.35,5.58,1.24
2015.11.15,207.88,215.79,14.29,89.04,4187.5,19.27,8.59,1016.49,5.07,1.36
2015.11.16,57,60.17,11.96,64.5,1670.83,10.88,7.03,1016.86,2.37,1.48
2015.11.17,59.08,78,9.92,60.29,1595.83,11.58,5.27,1022.13,-0.34,1.6
2015.11.18,65.21,77.08,10.33,59.25,1304.17,8.21,3.73,1023.23,-0.66,2
2015.11.19,81.33,82.33,4.96,54.38,1854.17,3.44,3.32,1021.73,2.47,1.95
2015.11.20,65.92,65.92,12.71,53.96,2887.5,4.08,0.53,1023.61,-0.28,1.5
2015.11.21,42.17,42.17,6.44,55.25,2481.25,3.88,0.47,1027.8,-0.09,1.19
2015.11.22,51.08,51.08,5.33,54.71,1291.67,17.08,-2.23,1031.96,-3.74,1.42
2015.11.23,28.83,29,11.71,37.29,829.17,41.58,-3.2,1034.3,-9.3,1.87
2015.11.24,26.75,29.38,6.46,54.54,1041.67,29.67,-5.89,1035.07,-12.73,1.59
2015.11.25,55.96,60.29,15.71,51.67,1362.5,30.88,-6.42,1027.6,-13.66,3.15
2015.11.26,30.33,38.13,15.02,39.44,931.25,46.25,-6.51,1028.13,-17.9,3.07
2015.11.27,194.88,202.58,20.04,119.5,3437.5,12.4,-4.87,1022.03,-9.9,1.35
2015.11.28,279.71,280.17,18.96,131.67,4758.33,10,-2.25,1024.9,-6.11,1.25
2015.11.29,251.83,257.88,15.83,136.38,6233.33,15.1,-0.37,1022.44,-3.4,1.06
2015.11.30,223.87,243.4,7.17,127.9,5546.67,9.4,-2.81,1022.3,-3.68,1.18
2015.12.01,448.64,449.73,30.55,168.27,8877.27,10.73,0.15,1015.48,-0.72,1.41
2015.12.02,6.14,6.52,4.76,18.24,452.38,55.33,1.77,1016.4,-13.28,5.27
2015.12.03,8.96,12,14.29,16.96,462.5,50.42,-0.72,1019.78,-14.74,5.88
2015.12.04,24.79,34.17,6.63,44.38,1000,40.42,1.33,1022.54,-12.35,2.3
2015.12.05,50.17,69.5,15.42,77.67,1495.83,24.73,2.23,1025.02,-8.5,1.39
2015.12.06,138.04,163.04,32.46,105.67,3547.83,12.42,0.29,1025.89,-4.36,1.09
2015.12.07,184.92,201.08,38.33,111.71,4237.5,11.25,0.98,1028.43,-2.37,1.16
2015.12.08,268.33,270.04,2.83,109.25,5595.83,11.04,0.32,1026.38,-0.31,1.12
2015.12.09,254.88,254.88,33.08,116.33,4375,8.23,2.46,1021.26,1.58,1.08
2015.12.10,115.83,115.83,20,71.63,2525,32.21,3.67,1021.61,-5.46,1.98
2015.12.11,43.42,49.63,16.88,74,1312.5,22.73,1.45,1024.85,-8.5,1.4
2015.12.12,104.08,121.33,27.88,96.25,2737.5,13.33,0.31,1022.06,-5.4,1.07
2015.12.13,164.54,186.29,42.21,113.08,4254.17,13.06,0.14,1022.93,-4.33,1.02
2015.12.14,141.13,141.96,13.46,83.13,3137.5,33.92,2.42,1019.41,-3.98,2.9
2015.12.15,6,11.63,5.58,15.79,400,60.56,1.13,1022.17,-13.88,4.94
2015.12.16,6.5,12.21,7.35,17.33,500,42.42,-1.7,1027.26,-16.06,4.13
2015.12.17,48.1,53.57,12.81,66.43,1414.29,19.71,-2.62,1028.65,-14.1,1.3
2015.12.18,71.38,86.29,20.71,86.08,2362.5,24.88,-0.54,1029.51,-10.03,1.39
2015.12.19,140.75,160.96,35.79,103.29,4016.67,15.79,-2.02,1031.03,-5.94,1
2015.12.20,196.83,200.17,39.67,124.92,4650,11.79,-1.95,1022.43,-4.29,1.04
2015.12.21,245.58,249.13,29.17,123.42,5462.5,12.25,-1.64,1023.04,-4.72,0.86
2015.12.22,322.54,329.5,43.69,124.04,6777.08,10.92,-2.5,1023.86,-3.72,1.15
2015.12.23,235.48,248.65,26.75,114.33,5633.33,18.29,-0.37,1022.39,-4.58,1.06
2015.12.24,77.5,83.83,17.94,74.29,1775,33.35,1.2,1022.95,-8.56,1.57
2015.12.25,502.22,554.11,13.78,179.89,9161.11,10.67,-3.17,1013.59,-3.73,1.17
2015.12.26,245.65,282.25,11.7,110.8,5680,8.8,-2.89,1022.5,-5.31,1.74
2015.12.27,44.17,49.92,19.21,65.71,1491.67,15.85,-5.42,1034.36,-12.06,1.35
2015.12.28,125.46,140.21,41.13,91.38,3412.5,8.13,-3.45,1030.97,-10.55,1.28
2015.12.29,287.46,320.29,56.63,122.33,5600,12.67,-2.1,1024.78,-6.02,0.94
2015.12.30,98.33,104.42,25.58,59.79,2250,36.63,1.03,1026.39,-8.85,2.55
2015.12.31,55.94,82.5,21,82.33,1854.17,16.83,-1.28,1028.48,-9.8,1.15
2016.1.01,164.96,194.67,45.67,122.63,3929.17,10.67,-1.95,1019.73,-7.3,0.99
2016.1.02,272.79,289.17,49.54,143.88,5612.5,14.31,-0.9,1016,-5.5,0.89
2016.1.03,263.38,269.13,21.88,106.17,4295.83,13.83,-1.39,1018.84,-4.28,1.03
2016.1.04,45.46,46.96,8.08,40.88,1158.33,47.42,-1.06,1025.66,-14.13,2.54
2016.1.05,31.17,42.04,7.79,46.67,1016.67,35.17,-3.15,1026.1,-18.34,2.29
2016.1.06,23.88,37.63,11.5,43.92,954.17,36.31,-2.77,1026.89,-16.57,2.5
2016.1.07,11.92,23.17,7.67,28.04,554.17,48.21,-3.1,1027.65,-17.6,3.37
2016.1.08,30.96,46.29,14.5,45.29,925,40.08,-2.98,1023.71,-16.6,2.05
2016.1.09,68,83.67,25.71,85.71,1845.83,15.75,-3,1021.03,-14.14,1
2016.1.10,43.67,58.54,18.75,66.92,1566.67,24.81,-3.28,1026.36,-15.5,1.41
2016.1.11,11.6,26.52,2.25,26.04,691.67,53.52,-5.94,1032.1,-21.69,2.89
2016.1.12,12.83,26.5,8.79,30.08,662.5,48.21,-5.71,1028.37,-22.91,2.74
2016.1.13,19.58,44.08,14.5,53.46,862.5,35.96,-2.82,1020.29,-23.39,2.1
2016.1.14,60.54,87.54,25.13,84.33,1729.17,27.35,-2.02,1016.45,-18.38,1.23
2016.1.15,88.71,121.75,34.83,98.96,2420.83,14.79,-2.35,1014.03,-14.87,1.16
2016.1.16,121.92,142.58,49.79,83.92,2866.67,10.15,-2.75,1018.65,-10.63,1.38
2016.1.17,42.58,50.79,8.17,34.63,1100,49.67,-5.95,1022.45,-17.8,2.78
2016.1.18,8.83,49.42,2.67,17.83,541.67,45.83,-9.19,1023.54,-25.89,3.65
2016.1.19,54.17,77.46,20.42,72.25,1595.83,17.17,-8.37,1027.06,-21.55,1.41
2016.1.20,126.5,149.63,68.21,92.88,4100,11.77,-7.01,1030.69,-16.02,1.47
2016.1.21,137.38,140.58,35.92,78.83,3350,11,-5.93,1029.75,-9.38,1.41
2016.1.22,17.75,31.13,5.25,19.63,800,58.25,-10.24,1038.58,-27.42,3.95
2016.1.24,12.46,55,7.46,25.21,812.5,52.17,-9.6,1035.33,-27.39,3.64
2016.1.25,20.17,38.92,21.17,16.88,966.67,47.79,-2.36,1026.17,-23.7,2.42
2016.1.26,33.14,59.86,17.19,9.67,1023.81,46.21,-1.99,1023.89,-21.95,2.65
2016.1.27,75.73,85.09,31.59,35.73,2300,10.82,-6.63,1024.11,-18.21,1.02
2016.1.28,99,108.5,40,76.58,2150,30.25,-0.32,1026.24,-16.53,1.28
2016.1.29,61.33,94.25,42.67,57.13,2162.5,20.5,-4.7,1031.13,-17.08,1.57
2016.1.30,52.83,66.08,25.96,54.63,1600,26.33,-5.53,1031.6,-19.75,1.72
2016.1.31,11.17,23.67,8.33,20.75,550,57.88,-3.63,1033.13,-22.65,2.84
2016.2.01,13.67,26.42,10.92,29.29,683.33,53.42,-1.46,1031.56,-19.23,2.36
2016.2.02,24.75,30.92,16.83,47.33,933.33,44.75,-1.26,1026.74,-18.67,1.51
2016.2.03,33.96,40.75,23.25,56.04,1129.17,35.52,-0.65,1023.95,-17.65,1.14
2016.2.04,12,21.42,15,18.29,504.17,68.83,0.8,1026.55,-19.11,2.28
2016.2.05,12.46,35.54,8.38,13.5,441.67,70.96,-0.11,1026.73,-18.74,3.51
2016.2.06,18.21,28.83,9.13,27.13,675,58.33,0.2,1025.05,-17.45,1.81
2016.2.07,36.88,65.17,20.79,36.67,1062.5,52.69,0.95,1016,-16.45,1.9
2016.2.08,220.75,272.35,72.92,41.13,1270.83,47.71,4.5,1010.89,-14.31,2.49
2016.2.09,38.75,47.92,21.21,39.83,1054.17,53.35,3.81,1017.25,-12.64,1.51
2016.2.10,102.13,110.46,63.46,72.17,3100,24.42,1.61,1014.08,-11.14,1.12
2016.2.12,155.13,156.13,23.21,48.29,2558.33,30.13,5.22,1012,0.52,1.27
2016.2.13,9.75,12.13,6.08,8.79,404.17,61.88,0.63,1021.27,-12.28,4.8
2016.2.14,6.5,13.5,2,6.83,358.33,67.67,-4.29,1027.7,-21.75,4.66
2016.2.15,6.83,55.83,8.13,10.33,325,68.1,-0.4,1022,-18.27,4.13
2016.2.16,6.42,43.13,19.63,13.5,291.67,71.21,4.17,1018.65,-14.71,3.9
2016.2.17,46.96,55.04,13.5,49,1120.83,38.58,3.73,1017.93,-10.63,1.68
2016.2.18,16.92,33.38,3.38,23.13,508.33,67.33,5.75,1016.38,-16.43,3.98
2016.2.19,15.63,28.79,3.4,24.17,516.67,59.58,2.72,1024.35,-16.46,2.56
2016.2.20,13.44,19.19,6.4,19.1,418.75,65.9,-0.1,1026.27,-21.02,2.95
2016.2.21,78.08,104.38,28.92,56.42,1541.67,30.29,-0.3,1022.3,-12.16,1.75
2016.2.22,81.33,96.46,19.04,42.79,1475,42.67,1.82,1023.45,-12.87,3.17
2016.2.23,13.46,19.96,7.46,15.54,404.17,67.08,-0.22,1033.99,-20.2,2.8
2016.2.24,25.79,44.96,11.54,36.17,841.67,47.08,-0.03,1030.83,-18.26,2.14
2016.2.25,22.58,45.67,9.38,36.5,741.67,46.83,2.5,1028.32,-17.25,2.23
2016.2.26,33.63,60.54,12.67,33.17,729.17,54.88,3.33,1021.71,-16.22,2.38
2016.2.27,20.54,30.29,8.75,27.17,579.17,56.75,4.11,1020.5,-10.94,1.75
2016.2.28,35.54,56.67,8.63,31.04,904.17,45.25,0.81,1026.02,-14.35,3.01
2016.2.29,32.67,47.13,12.29,36.58,716.67,49.1,-1.01,1029.2,-17.45,1.54
2016.3.01,125.17,138.88,35.17,75.63,2237.5,25.79,3.35,1019.68,-10.67,1.48
2016.3.02,169.96,183.17,42.71,96.25,2962.5,27.06,7.83,1012.1,-6.92,1.15
2016.3.03,303.17,312.33,58.83,100.63,4220.83,20.08,7.78,1008.53,-0.81,1.17
2016.3.04,348.92,361.54,65.92,100.08,5429.17,8.19,6.08,1013.57,0.22,1.27
2016.3.05,70.38,351.21,4.46,18.5,420.83,66.17,8.92,1015.68,-14.4,3.37
2016.3.06,75.25,197.38,31.46,61.25,1562.5,20.88,4.99,1013.31,-9.24,1.19
2016.3.07,50,100.71,14.83,30.42,991.67,53.33,5.83,1017.68,-15.23,3.48
2016.3.08,15.13,24.92,3.67,11.71,308.33,68.75,1.8,1026.53,-23.4,3.11
2016.3.09,35.13,39.27,4.73,10.47,333.33,64.27,0.03,1030.14,-22.57,3.34
2016.3.10,14.46,72.92,5,13.62,361.54,79.38,4.98,1024.43,-19.61,3.91
2016.3.11,25.81,59.27,10.21,33.38,625,58.42,2.97,1020.13,-17.48,1.9
2016.3.12,112.58,154.67,47.58,69.25,2133.33,25.35,3.6,1013.93,-10.03,1.26
2016.3.13,27.75,50.92,11,26.58,654.17,71.17,7.37,1019.89,-15.49,3.33
2016.3.14,79.71,132.29,21.73,49.1,1243.75,44.73,8.46,1018.33,-11,1.9
2016.3.15,149.54,229.77,53.02,57.96,1470.83,31.31,9.35,1013.24,-6.18,1.75
2016.3.16,259.02,298.13,41.08,62.54,2539.58,58.5,9.38,1012.01,-0.44,1.4
2016.3.17,293.88,298.21,29.08,74.04,2533.33,48.58,10.69,1007.79,1.7,1.13
2016.3.18,213.08,216.67,13.46,57.25,1779.17,59.13,13.6,1007.85,-3.1,1.81
2016.3.19,70.79,142.92,16.04,32.79,1158.33,64.75,11.33,1017.97,-4.03,1.92
2016.3.20,64.08,126.79,7.42,47.92,1070.83,48.42,11.58,1021.47,-5,1.48
2016.3.21,129.92,235.33,18.67,62.83,1364.58,56.88,11.92,1017.9,-2.37,1.59
2016.3.22,118.33,253.63,26.25,68,1725,32.65,12.45,1017.83,-1.17,1.94
2016.3.23,20.56,43.54,3.83,25.54,491.67,66,9.28,1027.12,-11.68,2.25
2016.3.24,13.88,28.75,2.67,32.88,400,60.08,8.83,1027.59,-13.8,1.72
2016.3.25,16.29,31.83,2.04,34,441.67,62.42,9.06,1024.25,-11.27,1.58
2016.3.26,10.75,28.79,9.54,26.08,400,70.04,13.75,1020.11,-10.26,2.55
2016.3.27,13.08,40.58,10.88,33.88,437.5,67.04,16.74,1014.32,-12.46,2.42
2016.3.28,76.75,229.58,22.38,62.5,854.17,39.54,16.15,1007.25,-5.35,2.04
2016.3.29,17.88,80.25,11.08,24.67,350,75.13,16.64,1011.54,-5.07,2.41
2016.3.30,27.46,75.17,14.96,36.63,525,64,16.01,1012.17,-6.68,2.14
2016.3.31,152.54,263.46,51.29,61.92,1579.17,59.21,15.52,1003.24,4.17,1.92
2016.4.01,34.92,127.75,13.46,21.75,387.5,67.98,17.67,1004.18,0.97,3.38
2016.4.02,6.67,22.92,9.5,15.04,200,76.08,15.06,1015.93,-8.25,2.9
2016.4.03,15.29,48.67,2.75,18.38,262.5,79.92,14.63,1017.08,-11.18,2.27
2016.4.04,68.88,120.29,9.75,36.71,587.5,72.54,15.48,1008.22,0.82,2.41
2016.4.05,113.25,155.21,19.29,42.29,958.33,80.4,15.4,1008.03,3.45,2.73
2016.4.06,146.08,172.92,35.58,52.58,2062.5,63.13,14.45,1005.26,3.47,1.35
2016.4.07,87.96,139.67,3.29,39.25,1054.17,58.46,17.68,1007.1,-2.8,2.72
2016.4.08,24.33,93.21,5.46,28.75,295.83,76.04,18.31,1009.55,-12.09,3.51
2016.4.09,89.75,172.11,15.89,60.29,764.29,25.86,16.25,1004.93,0.76,1.68
2016.4.10,78.33,235.83,17.17,32.5,733.33,83.5,12.9,1016.22,-7.53,2.98
2016.4.11,43.94,122.9,10.83,37.23,495.83,62.9,10.18,1013.95,-4.47,2.41
2016.4.12,77.13,100.08,7.54,47.88,566.67,39.38,11.59,1003.65,4.52,1.54
2016.4.13,102.08,146.63,5.96,47.38,841.67,60.77,16.81,1000.28,1.96,1.98
2016.4.14,24.67,101.83,3.25,23.96,333.33,91.92,17.83,1010.33,-4.38,2.56
2016.4.15,61.88,116.96,20.79,50.29,1133.33,51.61,15.76,1007.94,1.93,1.77
2016.4.16,26.17,77.21,3.67,15.71,279.17,64.96,15.45,1005.49,0.41,3.62
2016.4.17,12,35,2.17,10.08,237.5,89.63,15.74,1006.83,-8.28,3.92
2016.4.18,14.13,31.33,2.96,16.88,283.33,82.46,15.1,1008.96,-5.71,2.71
2016.4.19,70.04,96.04,19.38,49.17,1291.67,32.79,13.12,1012.36,2.05,2.04
2016.4.20,68.1,93.19,8.46,32.98,737.5,75.92,18.28,1008.03,2.59,2.08
2016.4.21,107.08,173.25,7.38,50.92,937.5,69.46,20.27,999.23,1.13,1.99
2016.4.22,36.54,98.04,2,18.67,233.33,93.08,19.78,1004.78,-11.49,2.97
2016.4.23,23.46,46.5,3.17,29.21,262.5,70.27,16.57,1010.12,-9.42,2.05
2016.4.24,85.54,128.42,22.38,41.46,875,75.75,17.35,1006.6,3.1,2.23
2016.4.25,84.58,122.21,14.21,25.42,725,109.58,21.41,1007.63,9.48,2.85
2016.4.26,69.58,101.33,29,36.75,1454.17,97.21,17.47,1011.94,3.6,2.18
2016.4.27,88.48,93.15,11.71,48.54,1156.25,72.04,15.18,1010.13,7.6,1.23
2016.4.28,91.38,105.63,7.46,44.42,983.33,91.17,18.27,1009.82,7.51,2.12
2016.4.29,121.21,130.33,18.33,48.46,1354.17,96.6,18.15,1003.69,8.25,1.76
2016.4.30,163.5,173.29,10.13,49.33,1370.83,124.13,21.82,998.17,12.92,2.15
2016.5.01,191.67,191.67,26.17,31.29,2175,150.54,22.77,996.44,14.4,1.43
2016.5.02,46.79,83.25,2.83,15.42,325,70.54,15.38,1004.01,8.08,2.79
2016.5.03,20.38,56.21,2.13,28.42,320.83,63.67,18.97,997.38,-2.69,3.06
2016.5.04,24.33,54.29,4.5,56.42,595.83,58.54,20.53,1001.05,-0.84,1.53
2016.5.05,48.71,88.58,14.83,41.04,945.83,80.71,20.34,1001.2,4,2.16
2016.5.06,64.75,155.83,2,13.13,183.33,88.13,20.4,1007.42,-5.28,3.53
2016.5.07,20,36.23,3.04,27.33,250,84.5,21.82,1013.03,-6.4,2.22
2016.5.08,62.38,83.42,15.63,33.79,762.5,84.38,20.31,1008.44,5.72,2.45
2016.5.09,40.21,54.33,4.88,27.29,533.33,57.52,18.08,1007.83,9.59,1.64
2016.5.10,47.04,63.58,4.79,30.04,591.67,90.33,21.26,1005.03,8.32,1.99
2016.5.11,147.67,152.13,14.38,24.13,1087.5,137.4,23.07,997.19,14.11,2.5
2016.5.12,36,53,2.54,21.67,437.5,69.71,17.64,1005.79,5.28,2.56
2016.5.13,33.92,48.13,5.75,35.5,520.83,65.13,17.55,1015.98,3.01,2.31
2016.5.14,39.67,46.54,2.63,26.25,533.33,71,14.1,1012.71,9.81,1.75
2016.5.15,40.29,50.17,2.63,31.04,545.83,44.42,17.58,1009.01,2.44,1.5
2016.5.16,26.5,46.25,3.96,39.5,491.67,64.67,22.51,1003.8,2.13,2.67
2016.5.17,62.54,83.88,11.29,41.04,658.33,123,24.68,1004.48,8.64,2.26
2016.5.18,57.21,71.21,9.33,22.08,579.17,142.42,25.2,1007.96,11.4,2.69
2016.5.19,81.48,91.67,15.14,28.1,828.57,171.71,24.37,1009.59,9.47,1.87
2016.5.20,88.96,94.46,23.25,36.75,1191.67,150.71,22.9,1011.5,9.63,1.88
2016.5.21,72.88,76.08,19.5,39.5,854.17,132.02,22.63,1014.47,8.25,1.67
2016.5.22,48.38,66.96,8.38,46.04,650,119.25,23.55,1013.11,7.08,1.54
2016.5.23,58.58,69.04,16.63,33.67,904.17,102.71,21.25,1005.8,9.55,2.03
2016.5.24,19.75,29.08,4.38,23.21,345.83,86.96,21.55,999.17,6.5,2.43
2016.5.25,10.92,22.96,3.75,18.71,279.17,99.54,22.57,1001.83,5.71,2.18
2016.5.26,22.71,54.71,4,23.46,308.33,91.83,24.7,1005.03,3.78,2.23
2016.5.27,44.75,87.67,14.25,36.63,591.67,108.13,24.46,1005.29,7.16,2.65
2016.5.28,40.92,68.08,12.08,28.63,625,124.88,24.83,1001.53,8.47,2.64
2016.5.29,32.63,63.73,6.79,28.56,458.33,108.71,25.11,1002.35,4.33,2.38
2016.5.30,77.17,122.29,20,38.13,1108.33,151.25,26.32,998.78,12.78,1.54
2016.5.31,43.42,93.54,11.04,29.21,783.33,84.5,25.02,1004.5,7.89,2.21
2016.6.01,29.21,53.58,6.08,35.25,616.67,96.46,24.46,1008.05,6.48,1.5
2016.6.02,44.71,71.5,10.13,39.08,733.33,125.44,25.97,1005.13,6.57,1.9
2016.6.03,81.04,105.42,25.25,46.79,1329.17,130,24.98,1001.95,10.45,1.59
2016.6.04,80.79,94.54,17.46,23.83,895.83,169.78,26.88,1001.94,12.01,2
2016.6.05,70.29,83.54,14.96,28.38,895.83,135.42,24.65,1005.48,14.12,1.96
2016.6.06,88.08,109.92,8.25,26.33,887.5,142.04,24.47,1005.32,15.86,1.69
2016.6.07,57.54,70.96,2.33,18.63,833.33,120.13,22.17,1007.21,16.33,1.79
2016.6.08,123.04,123.17,3.17,25.13,1187.5,143.6,24.74,1004.04,17.89,1.72
2016.6.09,109.04,124.33,7.67,26.83,1037.5,140.83,26.96,1001.13,15,2.59
